attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score,risk_category
76.9,4.75,2,84.74,Primary,Low,Yes,Yes,18.28,54.43,At-Risk
58.07,5.73,2,73.61,Secondary,High,No,Yes,53.36,48.45,High-Risk
99.38,0.63,3,79.35,Higher,Medium,No,Yes,30.51,47.83,High-Risk
71.32,11.15,0,100.0,Secondary,Medium,No,Yes,100.0,88.62,Safe
54.36,3.14,3,80.15,Secondary,Low,No,Yes,93.19,46.53,High-Risk
66.97,5.55,2,51.46,Secondary,Low,No,Yes,96.14,40.77,At-Risk
85.32,7.94,1,73.65,Secondary,High,No,No,24.48,73.31,At-Risk
60.91,8.87,2,84.54,Secondary,Low,Yes,Yes,74.04,60.49,At-Risk
54.44,5.91,3,100.0,Higher,Medium,No,No,99.66,62.57,At-Risk
81.09,1.88,0,100.0,none,Low,Yes,Yes,75.98,85.0,At-Risk
81.12,8.39,3,98.69,Higher,High,No,Yes,71.67,86.38,Safe
62.33,9.4,2,20.6,Secondary,High,No,No,87.43,47.26,At-Risk
63.22,10.69,4,81.78,Higher,Medium,Yes,Yes,79.52,55.39,At-Risk
80.8,8.17,4,96.48,Higher,High,Yes,Yes,93.8,81.7,At-Risk
38.8,14.38,3,82.64,Secondary,Medium,Yes,Yes,54.95,58.89,At-Risk
39.81,6.6,2,68.14,Higher,Medium,No,Yes,79.92,50.86,High-Risk
57.04,6.8,1,90.45,none,Low,Yes,Yes,43.7,61.98,At-Risk
69.66,10.92,2,100.0,Secondary,High,Yes,Yes,27.73,76.13,Safe
82.77,12.44,0,36.58,Secondary,Medium,Yes,Yes,25.77,71.4,At-Risk
100.0,11.55,4,96.28,Secondary,Medium,No,Yes,40.27,67.75,Safe
96.44,5.68,2,93.23,none,Medium,No,Yes,18.29,68.55,At-Risk
71.0,9.05,2,50.72,Higher,Low,Yes,Yes,62.39,74.88,At-Risk
74.52,10.25,0,100.0,Secondary,Low,Yes,Yes,45.22,93.72,Safe
49.94,6.25,0,78.74,Secondary,Low,No,Yes,58.28,65.61,At-Risk
74.54,2.61,4,67.19,Secondary,High,Yes,Yes,100.0,69.48,At-Risk
67.78,1.99,0,67.86,none,Low,Yes,Yes,71.44,71.8,At-Risk
83.07,7.51,2,74.99,none,Low,Yes,Yes,83.24,54.74,At-Risk
54.32,9.51,0,83.18,Primary,High,Yes,Yes,51.85,71.36,At-Risk
87.98,4.17,2,100.0,none,Low,Yes,Yes,75.99,62.96,At-Risk
100.0,2.94,1,100.0,Secondary,Low,No,Yes,50.65,84.16,Safe
72.28,3.94,1,58.54,Secondary,High,Yes,Yes,77.73,58.93,At-Risk
85.04,6.6,4,100.0,none,Low,Yes,Yes,78.06,70.45,At-Risk
92.25,9.12,4,98.94,Higher,Low,No,No,54.19,75.21,Safe
64.97,7.49,1,77.26,none,Low,No,Yes,67.06,60.47,At-Risk
80.6,6.03,2,83.99,none,Medium,No,Yes,100.0,72.28,At-Risk
75.31,11.56,1,100.0,none,Medium,Yes,Yes,40.23,71.03,Safe
77.44,15.0,0,73.51,Secondary,High,Yes,Yes,57.87,83.26,Safe
55.67,6.05,3,39.64,Secondary,Medium,Yes,Yes,56.38,44.69,High-Risk
75.61,12.43,3,88.21,none,High,Yes,Yes,52.98,71.59,Safe
87.45,3.25,4,68.19,Secondary,Low,Yes,Yes,56.37,57.27,At-Risk
100.0,10.57,3,62.32,Secondary,High,Yes,Yes,55.55,71.72,Safe
98.98,2.71,4,84.61,Secondary,Medium,No,Yes,73.7,64.44,At-Risk
100.0,4.58,5,62.64,Higher,High,No,Yes,100.0,74.87,At-Risk
55.82,5.84,0,66.87,Secondary,High,No,Yes,86.27,70.85,At-Risk
96.81,0.0,1,50.02,Higher,Low,Yes,Yes,54.47,47.09,High-Risk
79.58,0.0,5,59.46,Secondary,Low,No,Yes,30.53,33.33,High-Risk
100.0,2.6,1,71.57,Secondary,Medium,No,No,74.88,74.58,At-Risk
54.79,11.3,4,78.8,Higher,High,Yes,Yes,100.0,76.03,At-Risk
54.01,5.04,2,71.53,Secondary,Medium,Yes,Yes,52.75,55.71,High-Risk
60.02,9.66,1,80.65,Higher,Low,Yes,Yes,83.37,77.0,Safe
21.9,0.0,1,68.41,Secondary,Medium,No,Yes,77.51,24.62,High-Risk
61.86,7.44,0,0.0,Secondary,Low,Yes,Yes,100.0,46.64,High-Risk
56.02,7.76,0,83.77,Secondary,Medium,No,Yes,95.05,72.81,At-Risk
78.76,2.16,2,35.71,Higher,Low,No,Yes,70.88,55.18,High-Risk
83.54,13.45,4,54.87,Secondary,Low,No,Yes,63.59,86.22,At-Risk
100.0,0.97,2,68.9,Secondary,Low,No,Yes,37.75,35.3,At-Risk
98.76,5.03,3,90.02,Secondary,Low,Yes,Yes,68.86,69.05,At-Risk
60.58,15.0,5,98.07,Secondary,High,Yes,No,56.15,67.84,At-Risk
52.54,2.19,4,65.2,Secondary,Low,No,Yes,53.04,61.79,High-Risk
87.3,3.51,3,100.0,Higher,Low,Yes,Yes,49.59,44.84,At-Risk
41.99,6.62,2,33.82,Primary,Medium,No,Yes,95.13,45.45,High-Risk
100.0,0.69,0,62.55,Secondary,Low,No,Yes,53.69,50.77,At-Risk
100.0,8.07,0,100.0,Primary,High,Yes,Yes,100.0,62.05,Safe
63.27,0.0,2,73.15,Secondary,Medium,No,Yes,72.48,52.69,High-Risk
32.17,6.0,2,62.23,Primary,High,Yes,Yes,81.62,47.05,High-Risk
100.0,11.79,0,100.0,none,Medium,Yes,Yes,100.0,100.0,Safe
72.14,8.56,3,84.28,none,Medium,No,Yes,39.97,80.51,At-Risk
100.0,5.84,2,83.33,Higher,Medium,Yes,No,36.75,79.82,At-Risk
35.14,4.71,4,44.4,Higher,Low,Yes,Yes,80.01,41.65,High-Risk
60.02,5.66,2,30.31,Secondary,Medium,No,No,20.86,41.21,High-Risk
75.13,4.85,0,100.0,Secondary,Low,No,Yes,86.19,54.83,Safe
76.17,7.59,2,67.14,Secondary,High,No,Yes,52.78,51.07,At-Risk
63.75,8.58,0,63.01,Higher,Low,Yes,Yes,100.0,76.26,At-Risk
90.57,6.57,1,83.09,none,High,Yes,Yes,36.38,53.44,At-Risk
48.31,8.8,3,100.0,Higher,Low,No,Yes,63.12,64.13,At-Risk
71.44,8.06,3,100.0,Higher,Medium,Yes,Yes,76.07,61.11,Safe
78.01,1.02,2,100.0,Higher,Low,Yes,No,50.86,75.14,At-Risk
87.86,0.0,0,81.14,none,Low,No,Yes,78.03,56.79,At-Risk
92.79,6.69,0,46.27,Secondary,Low,Yes,No,100.0,60.65,At-Risk
46.88,4.2,3,77.29,Secondary,Low,No,Yes,100.0,72.0,High-Risk
36.65,6.81,0,84.2,Secondary,High,No,Yes,50.24,62.08,High-Risk
100.0,12.69,0,74.13,Primary,Low,No,No,71.39,93.21,Safe
83.31,4.93,4,23.45,Higher,Medium,Yes,Yes,50.41,68.89,High-Risk
56.29,7.24,2,70.3,Primary,Low,No,Yes,63.41,77.18,At-Risk
100.0,2.62,3,82.2,Secondary,High,No,Yes,92.25,75.03,At-Risk
77.89,7.97,1,59.58,Higher,Medium,Yes,Yes,30.48,60.48,At-Risk
100.0,2.87,4,82.75,Secondary,Low,Yes,Yes,88.71,47.58,At-Risk
76.69,10.0,2,58.76,Secondary,Low,Yes,Yes,100.0,64.5,Safe
100.0,6.49,1,100.0,Higher,Low,Yes,Yes,85.37,92.3,Safe
100.0,5.42,3,68.6,Secondary,High,Yes,Yes,100.0,60.69,At-Risk
68.78,0.0,2,65.38,Higher,Low,Yes,Yes,74.57,54.19,High-Risk
99.29,0.51,2,91.08,Primary,High,Yes,Yes,79.13,62.51,At-Risk
91.13,8.32,4,65.71,Secondary,Medium,No,No,48.24,65.47,At-Risk
100.0,10.65,2,100.0,Primary,Medium,No,Yes,52.48,84.18,Safe
50.88,6.97,5,40.23,Secondary,Low,Yes,No,50.98,25.14,High-Risk
92.15,5.09,2,68.93,none,Low,No,Yes,95.97,64.21,Safe
100.0,6.19,2,95.8,none,Low,Yes,Yes,92.24,84.23,Safe
31.03,5.43,3,100.0,Secondary,Low,Yes,Yes,95.91,66.06,At-Risk
45.42,3.19,0,100.0,Primary,Low,Yes,Yes,36.61,50.33,High-Risk
24.02,0.6,4,100.0,none,High,No,Yes,66.09,34.29,High-Risk
68.26,0.63,1,76.01,Higher,Medium,No,Yes,92.98,66.34,At-Risk
92.94,3.25,0,83.99,Secondary,Low,No,Yes,76.33,75.85,At-Risk
100.0,6.37,0,50.69,Secondary,Medium,No,Yes,88.51,70.51,Safe
76.85,0.69,0,80.32,Secondary,Medium,Yes,Yes,82.96,66.58,At-Risk
100.0,5.71,0,22.65,Secondary,High,No,Yes,91.49,68.62,At-Risk
40.5,3.0,3,79.07,Primary,Low,No,Yes,100.0,50.36,High-Risk
32.42,0.0,1,100.0,Secondary,Medium,No,Yes,53.22,45.29,High-Risk
73.61,3.43,5,81.95,Higher,Low,Yes,Yes,69.37,36.56,High-Risk
84.6,6.95,3,96.22,Secondary,Low,Yes,Yes,32.53,56.72,At-Risk
74.18,3.48,3,56.01,Secondary,Medium,Yes,Yes,84.59,50.15,High-Risk
23.31,11.91,1,65.04,Secondary,Medium,Yes,No,51.77,48.95,High-Risk
72.77,8.49,4,91.6,none,High,No,Yes,79.52,62.71,At-Risk
42.39,10.22,2,100.0,Secondary,Low,Yes,Yes,74.96,70.8,At-Risk
91.74,15.0,5,100.0,Primary,Low,Yes,Yes,81.95,99.65,Safe
84.16,3.71,0,77.1,Primary,Medium,Yes,Yes,82.29,55.31,At-Risk
51.5,0.27,3,62.69,Secondary,Low,No,No,77.18,43.94,High-Risk
62.15,2.86,0,58.97,Higher,Low,Yes,Yes,35.11,29.76,High-Risk
,6.27,0,72.86,Higher,Low,Yes,Yes,100.0,61.3,Safe
73.43,7.57,3,85.91,Primary,Medium,No,Yes,51.57,56.78,At-Risk
98.88,6.74,5,100.0,Secondary,Low,No,Yes,55.17,76.82,At-Risk
50.36,4.21,2,93.34,Secondary,Low,No,No,42.76,57.55,At-Risk
87.6,7.65,2,67.75,Secondary,Low,No,Yes,54.82,48.53,At-Risk
61.74,10.57,0,67.47,Secondary,High,Yes,Yes,64.26,65.11,At-Risk
55.18,2.99,0,72.81,Higher,Medium,No,Yes,86.39,61.6,At-Risk
72.32,2.28,2,90.77,Secondary,Low,Yes,Yes,68.74,56.02,At-Risk
49.12,13.86,1,64.8,Secondary,Medium,No,Yes,63.64,56.41,At-Risk
,1.5,0,72.38,Secondary,High,No,Yes,54.8,33.54,At-Risk
45.05,9.39,4,83.4,Higher,Medium,No,Yes,72.91,62.24,At-Risk
100.0,5.21,2,92.98,Secondary,High,No,Yes,100.0,73.96,Safe
75.88,11.94,1,61.82,Higher,Low,Yes,Yes,94.94,78.95,Safe
57.51,4.84,2,100.0,Secondary,High,Yes,Yes,100.0,65.89,At-Risk
80.35,,1,83.67,Higher,Low,Yes,Yes,69.77,78.28,At-Risk
72.19,0.75,2,54.49,none,Low,Yes,Yes,96.43,50.23,High-Risk
69.48,3.29,3,65.46,none,Medium,Yes,Yes,88.95,50.37,High-Risk
90.35,6.99,1,47.19,Secondary,Low,Yes,Yes,92.83,45.85,At-Risk
93.94,3.33,0,100.0,Secondary,Low,No,Yes,40.76,64.65,Safe
61.74,0.86,4,93.09,Primary,Low,No,No,93.0,50.0,High-Risk
60.6,14.5,1,55.69,Secondary,Medium,Yes,Yes,100.0,71.52,At-Risk
68.12,5.92,1,85.4,Secondary,Medium,Yes,Yes,52.0,43.63,At-Risk
17.45,10.58,1,78.04,Secondary,Low,No,Yes,100.0,50.37,At-Risk
37.12,13.63,0,0.0,Primary,Medium,Yes,Yes,87.83,46.58,High-Risk
100.0,3.91,0,80.41,Secondary,Medium,Yes,Yes,54.66,58.24,At-Risk
100.0,5.66,2,97.73,Primary,Medium,No,Yes,86.91,81.25,Safe
68.77,6.31,2,77.26,none,Medium,Yes,Yes,98.15,58.5,At-Risk
89.41,7.89,0,22.75,Secondary,Low,No,Yes,100.0,47.53,At-Risk
82.78,10.47,2,88.03,Primary,Low,No,Yes,100.0,99.56,Safe
100.0,9.9,4,80.68,Secondary,High,No,No,34.03,73.19,Safe
100.0,8.88,1,100.0,Higher,Low,Yes,Yes,100.0,73.08,Safe
71.8,4.71,0,89.77,Higher,Low,No,Yes,58.15,54.94,At-Risk
51.11,5.97,1,58.41,Higher,Low,No,Yes,78.19,63.82,At-Risk
34.84,0.99,2,64.94,Secondary,Medium,Yes,Yes,70.23,40.08,High-Risk
80.09,8.85,3,91.97,Secondary,Low,Yes,Yes,77.89,58.62,Safe
56.09,15.0,3,65.77,Higher,High,Yes,Yes,35.59,64.68,At-Risk
39.44,7.05,1,97.96,Secondary,High,No,Yes,95.06,70.4,At-Risk
58.84,11.59,0,74.27,Higher,Low,Yes,Yes,72.66,69.87,Safe
47.96,9.35,2,47.52,none,Low,No,Yes,86.45,64.86,At-Risk
100.0,3.82,3,35.14,Secondary,Medium,No,Yes,68.52,49.12,High-Risk
97.04,2.46,2,38.12,Secondary,Low,No,No,52.15,58.93,High-Risk
74.8,1.45,2,42.17,Higher,High,Yes,Yes,100.0,35.8,High-Risk
100.0,6.48,4,47.47,Secondary,High,Yes,Yes,72.48,63.49,At-Risk
76.93,8.23,3,100.0,none,High,Yes,Yes,72.97,67.01,Safe
53.47,8.44,1,57.13,Primary,High,No,Yes,90.67,73.38,At-Risk
100.0,1.46,1,100.0,Secondary,High,Yes,Yes,88.1,78.16,Safe
88.47,10.93,4,100.0,Secondary,Low,No,Yes,90.97,92.73,Safe
49.07,3.78,3,52.43,Higher,Medium,Yes,Yes,83.32,36.74,High-Risk
70.24,6.49,2,80.89,Secondary,High,Yes,Yes,99.37,92.72,At-Risk
53.11,3.43,1,37.52,none,Low,No,Yes,92.24,52.94,High-Risk
40.43,1.27,1,100.0,Secondary,High,Yes,Yes,58.6,51.3,High-Risk
98.15,0.96,4,78.35,Higher,Low,Yes,Yes,90.0,62.17,At-Risk
100.0,8.84,1,100.0,Higher,Low,Yes,Yes,49.67,86.41,Safe
40.04,5.96,3,61.65,Secondary,High,Yes,Yes,66.51,35.68,High-Risk
89.07,1.6,2,65.65,Secondary,Medium,No,Yes,66.47,55.48,High-Risk
58.73,3.52,0,74.89,Secondary,Medium,Yes,Yes,48.88,46.7,High-Risk
62.82,11.69,0,76.51,Secondary,Low,Yes,Yes,77.83,77.18,Safe
60.19,9.53,1,54.39,Primary,High,Yes,Yes,100.0,82.34,At-Risk
53.4,8.45,3,64.41,Higher,Medium,No,Yes,80.74,45.58,At-Risk
76.21,14.44,0,93.1,Secondary,Medium,Yes,Yes,53.06,83.99,Safe
54.23,12.01,1,100.0,none,High,Yes,Yes,83.52,79.76,Safe
81.76,6.14,1,99.75,none,Low,Yes,Yes,79.2,75.0,Safe
73.74,3.83,0,61.46,Primary,Low,Yes,No,62.74,82.02,At-Risk
69.03,15.0,1,66.87,Secondary,Low,No,Yes,66.41,81.51,Safe
52.31,10.82,0,83.73,Secondary,High,Yes,Yes,100.0,71.57,Safe
60.58,3.82,2,68.49,Secondary,Low,No,Yes,100.0,53.74,At-Risk
93.88,0.67,1,100.0,Secondary,Medium,Yes,Yes,37.51,54.54,At-Risk
87.52,0.0,2,71.32,none,Low,Yes,Yes,100.0,70.58,At-Risk
50.56,0.88,0,96.19,Secondary,Low,No,Yes,69.19,50.2,High-Risk
77.48,4.08,1,96.17,Higher,Low,Yes,Yes,86.46,81.47,At-Risk
93.78,11.36,3,62.5,Primary,High,No,Yes,81.38,74.2,Safe
33.26,9.96,2,85.96,Secondary,Medium,No,Yes,100.0,61.41,At-Risk
88.58,7.07,3,53.0,Higher,Low,No,Yes,28.63,60.63,At-Risk
58.43,8.46,3,100.0,none,Low,Yes,Yes,85.73,100.0,At-Risk
89.26,2.87,3,88.4,none,Medium,Yes,Yes,60.9,54.73,At-Risk
55.92,0.77,0,93.29,Higher,Medium,No,Yes,59.35,52.2,At-Risk
29.88,5.08,3,73.06,Secondary,Medium,Yes,Yes,100.0,63.06,High-Risk
34.31,9.95,1,100.0,Secondary,High,Yes,Yes,100.0,79.03,Safe
76.2,,4,52.23,Higher,Medium,Yes,Yes,30.55,38.57,High-Risk
81.49,8.84,1,100.0,Secondary,Low,No,Yes,78.39,91.1,Safe
52.39,6.15,2,97.88,Secondary,Medium,Yes,Yes,56.17,69.28,At-Risk
90.96,0.81,3,55.93,Higher,Low,No,No,80.27,41.85,High-Risk
33.46,7.15,2,100.0,Higher,Low,No,Yes,100.0,71.14,At-Risk
73.35,4.46,2,88.21,Secondary,Medium,Yes,Yes,39.09,52.09,At-Risk
44.72,10.34,3,86.51,none,High,No,Yes,36.52,62.29,At-Risk
58.7,0.0,0,42.38,Higher,Medium,Yes,Yes,76.88,41.33,High-Risk
76.18,12.13,1,73.78,Secondary,High,Yes,No,89.87,79.5,Safe
53.49,1.07,0,100.0,Primary,High,Yes,Yes,85.0,41.75,At-Risk
65.39,4.87,1,55.16,Secondary,Low,Yes,Yes,91.44,65.95,At-Risk
100.0,0.06,3,100.0,Higher,Low,No,Yes,36.19,73.95,At-Risk
60.58,10.06,2,70.88,Secondary,Low,No,No,46.35,64.33,At-Risk
95.89,1.54,2,64.35,Primary,Low,Yes,Yes,85.55,66.2,At-Risk
46.76,3.82,0,97.58,Secondary,Medium,No,Yes,94.24,66.04,At-Risk
88.25,10.16,1,22.91,Secondary,Low,Yes,Yes,81.49,72.22,At-Risk
100.0,3.96,3,63.95,Secondary,Low,Yes,No,30.28,50.78,At-Risk
13.21,5.69,0,91.37,Higher,Low,No,Yes,100.0,56.36,High-Risk
55.08,8.34,0,41.1,Secondary,Low,No,Yes,72.22,70.29,At-Risk
89.43,7.41,5,90.21,Secondary,Low,No,Yes,53.71,74.85,At-Risk
69.92,6.86,2,73.44,Secondary,Medium,Yes,Yes,100.0,66.12,At-Risk
84.28,3.66,3,31.08,Secondary,High,No,Yes,86.26,49.67,High-Risk
59.9,4.43,0,49.38,none,Low,No,Yes,63.23,36.42,High-Risk
77.16,7.74,0,94.07,Primary,Low,Yes,Yes,41.27,83.0,Safe
71.11,4.85,1,79.59,Secondary,High,Yes,Yes,35.02,55.98,At-Risk
100.0,7.02,1,100.0,Secondary,Medium,Yes,Yes,79.17,74.4,Safe
81.36,0.0,0,100.0,Higher,Low,Yes,No,72.04,72.79,At-Risk
83.44,5.89,3,85.5,none,High,Yes,Yes,81.2,60.79,At-Risk
64.7,8.13,2,82.99,Primary,Low,No,Yes,62.98,61.37,At-Risk
62.81,8.65,2,59.9,Higher,Low,No,Yes,75.81,75.14,At-Risk
64.19,5.16,1,36.35,Secondary,Low,No,Yes,100.0,41.17,High-Risk
84.86,7.28,3,69.59,Primary,Low,Yes,Yes,41.48,45.88,At-Risk
64.48,3.58,3,78.83,Higher,Medium,No,Yes,60.62,46.66,High-Risk
82.24,11.66,3,46.66,Higher,Low,Yes,Yes,47.81,56.83,At-Risk
100.0,4.64,4,100.0,Secondary,Low,Yes,Yes,95.35,79.61,Safe
96.78,11.1,2,40.96,Secondary,Medium,No,Yes,56.56,68.17,At-Risk
66.85,5.56,3,45.04,Primary,Medium,Yes,No,16.96,30.41,High-Risk
100.0,1.35,2,100.0,Primary,Medium,Yes,Yes,93.67,72.38,Safe
64.8,5.07,3,86.99,Secondary,Medium,Yes,Yes,97.96,56.56,At-Risk
24.05,2.01,4,63.02,Secondary,High,Yes,Yes,83.32,34.42,High-Risk
49.8,4.91,0,52.2,Secondary,Medium,Yes,Yes,76.91,29.98,High-Risk
28.23,1.89,2,100.0,Primary,Low,No,Yes,53.34,54.92,High-Risk
66.21,5.09,3,80.64,Secondary,Low,Yes,Yes,99.59,63.16,At-Risk
75.46,9.93,2,54.83,Secondary,Medium,Yes,Yes,64.17,68.53,At-Risk
100.0,11.73,3,61.32,Secondary,High,No,Yes,62.57,66.03,Safe
83.17,3.54,0,100.0,Secondary,Low,Yes,Yes,85.15,82.72,Safe
69.52,8.9,4,58.11,Higher,High,Yes,Yes,71.32,57.94,At-Risk
95.74,12.08,0,59.44,Higher,Low,No,Yes,81.91,80.25,Safe
19.72,1.35,0,49.54,Secondary,Medium,Yes,Yes,65.17,20.03,High-Risk
80.89,0.0,1,66.16,Secondary,Medium,Yes,Yes,74.12,61.11,At-Risk
94.27,0.47,0,44.86,Secondary,Medium,No,Yes,45.11,53.99,High-Risk
38.04,5.81,2,62.72,Secondary,Low,Yes,Yes,58.4,33.7,High-Risk
100.0,0.0,2,83.39,Secondary,Low,No,Yes,92.24,58.04,At-Risk
83.46,10.59,2,68.84,none,Medium,No,Yes,33.17,73.9,At-Risk
64.62,0.0,4,87.13,Primary,Medium,No,Yes,51.28,45.31,High-Risk
90.82,5.96,3,73.56,Higher,Low,Yes,Yes,69.26,74.16,At-Risk
100.0,7.28,4,89.49,Secondary,Medium,Yes,Yes,100.0,74.0,Safe
79.55,8.77,0,69.24,Secondary,High,Yes,Yes,35.0,78.13,At-Risk
81.21,10.52,3,23.89,Secondary,Low,No,Yes,60.65,55.42,At-Risk
63.52,12.56,2,80.81,Primary,High,Yes,Yes,100.0,67.98,Safe
53.75,7.57,1,62.63,Secondary,Low,No,Yes,58.05,45.46,At-Risk
95.76,3.62,0,100.0,none,Low,No,Yes,73.14,69.3,Safe
53.6,6.75,2,72.9,Secondary,High,No,Yes,100.0,63.74,At-Risk
76.79,7.59,5,94.23,Higher,Low,Yes,Yes,76.46,66.36,At-Risk
63.06,6.96,4,59.01,none,High,Yes,Yes,60.35,47.75,High-Risk
86.97,4.09,3,97.43,Primary,Low,No,Yes,67.22,94.57,At-Risk
83.34,10.83,2,76.07,Higher,Medium,No,No,100.0,100.0,Safe
100.0,4.45,2,59.05,Primary,High,Yes,Yes,60.46,73.28,At-Risk
62.25,5.52,2,19.78,Higher,Low,Yes,No,96.77,48.2,High-Risk
68.25,2.64,1,74.46,Higher,High,Yes,Yes,49.51,48.52,High-Risk
50.53,9.71,2,53.41,Higher,Low,Yes,No,80.81,72.54,At-Risk
63.89,14.78,3,56.07,Higher,Low,Yes,Yes,15.44,70.11,At-Risk
84.43,10.8,3,90.41,Secondary,Low,Yes,No,83.44,64.61,Safe
93.92,1.71,0,26.29,Secondary,Low,Yes,Yes,72.83,48.49,High-Risk
51.95,2.77,3,100.0,Secondary,Medium,Yes,Yes,100.0,41.06,At-Risk
96.74,0.0,5,100.0,Higher,Medium,No,Yes,86.35,88.61,At-Risk
100.0,7.22,2,91.51,Secondary,Low,No,No,92.89,83.49,Safe
85.34,7.93,2,64.26,Secondary,High,No,Yes,75.77,57.82,At-Risk
100.0,3.3,3,96.14,Higher,Medium,No,Yes,77.11,51.12,Safe
55.66,3.79,1,72.88,Secondary,Low,No,Yes,90.86,68.29,At-Risk
43.88,0.0,1,78.03,Secondary,Low,Yes,Yes,51.37,53.42,High-Risk
30.53,,0,100.0,Primary,High,Yes,Yes,59.35,45.23,High-Risk
100.0,3.21,1,78.47,Primary,Medium,Yes,Yes,65.64,65.75,At-Risk
91.36,3.25,3,100.0,Secondary,Low,Yes,Yes,20.72,46.18,At-Risk
73.61,15.0,2,56.6,Secondary,Low,Yes,No,42.68,65.64,At-Risk
82.0,8.67,4,74.06,Higher,Low,No,Yes,100.0,75.53,At-Risk
46.86,5.89,1,60.36,Secondary,Medium,Yes,Yes,100.0,59.0,At-Risk
100.0,,0,41.3,Secondary,Low,No,No,74.1,69.67,At-Risk
78.23,3.99,2,83.17,Secondary,Medium,No,Yes,99.14,80.17,At-Risk
77.73,9.88,0,100.0,none,Low,No,Yes,74.92,95.3,Safe
93.14,4.91,1,78.52,Secondary,Low,Yes,Yes,88.5,72.69,Safe
87.03,1.66,1,56.29,none,Low,No,Yes,90.79,68.79,At-Risk
80.6,12.52,2,95.49,Higher,Medium,Yes,Yes,85.48,97.91,Safe
55.24,2.85,0,49.85,Primary,Low,Yes,Yes,79.88,65.73,High-Risk
86.79,14.21,2,90.36,none,High,No,Yes,86.76,88.54,Safe
100.0,9.63,0,52.53,Secondary,Low,No,Yes,75.39,71.97,Safe
100.0,8.72,5,93.12,Higher,High,Yes,Yes,51.04,59.62,Safe
100.0,2.16,3,54.76,Higher,High,Yes,Yes,100.0,40.2,At-Risk
62.22,11.88,3,55.51,none,Low,Yes,Yes,49.36,65.81,At-Risk
50.26,15.0,2,70.15,none,Low,No,Yes,76.47,77.51,At-Risk
71.86,1.94,3,47.36,Secondary,Low,Yes,Yes,36.66,20.71,High-Risk
76.39,5.67,1,75.82,none,Low,No,Yes,37.11,59.38,At-Risk
100.0,2.41,1,87.27,Secondary,Medium,No,Yes,71.06,84.32,At-Risk
32.69,4.62,1,68.13,Secondary,Medium,No,Yes,41.17,49.88,High-Risk
100.0,5.32,4,61.61,Secondary,Low,Yes,Yes,100.0,73.85,At-Risk
71.05,11.18,3,100.0,Primary,Medium,No,Yes,41.03,63.98,At-Risk
64.33,0.3,1,100.0,Secondary,Low,No,Yes,100.0,55.74,At-Risk
49.7,8.88,2,70.1,Secondary,Low,No,Yes,100.0,77.83,At-Risk
33.63,9.04,0,40.56,Secondary,Medium,Yes,Yes,100.0,67.33,High-Risk
95.58,2.33,3,100.0,Primary,Low,Yes,Yes,80.06,77.99,At-Risk
76.83,6.1,0,37.05,Secondary,High,No,Yes,75.02,50.42,At-Risk
42.75,3.71,1,90.66,Secondary,High,Yes,Yes,78.41,55.42,At-Risk
42.62,6.49,3,84.21,Higher,Medium,Yes,Yes,76.94,45.03,At-Risk
66.61,13.4,3,45.47,Higher,Low,No,Yes,100.0,69.62,At-Risk
100.0,2.51,1,61.34,Primary,Low,Yes,Yes,100.0,49.16,At-Risk
68.51,7.19,0,100.0,Higher,Low,No,Yes,54.99,68.92,Safe
37.42,2.32,0,16.91,Higher,High,Yes,Yes,85.02,30.47,High-Risk
68.86,8.9,1,33.11,Secondary,High,No,Yes,52.7,54.53,At-Risk
68.18,7.29,0,62.73,Higher,Medium,No,Yes,63.13,55.89,At-Risk
10.0,8.38,1,100.0,Primary,Low,Yes,No,100.0,67.95,At-Risk
73.64,3.89,4,100.0,Primary,Low,Yes,Yes,52.41,52.94,At-Risk
69.23,1.44,3,90.23,Higher,Medium,No,Yes,71.42,44.2,High-Risk
92.41,0.0,3,60.61,Higher,Low,No,Yes,54.63,44.28,High-Risk
100.0,6.04,5,20.24,none,Medium,Yes,Yes,33.19,52.24,High-Risk
100.0,8.15,1,94.03,Higher,Low,Yes,Yes,77.18,85.69,Safe
68.28,7.58,1,84.84,Primary,Low,No,Yes,98.13,68.32,Safe
47.34,8.94,2,79.8,Secondary,Medium,No,Yes,87.33,67.91,At-Risk
100.0,3.84,3,51.84,Primary,High,No,Yes,44.91,50.11,At-Risk
76.48,5.62,5,100.0,Secondary,Medium,Yes,Yes,100.0,78.75,At-Risk
75.35,0.0,3,79.38,Higher,Medium,Yes,Yes,33.69,21.59,High-Risk
74.4,5.45,0,72.89,Primary,Low,Yes,Yes,83.64,72.65,At-Risk
79.95,12.96,2,27.51,Higher,Low,Yes,Yes,100.0,52.54,Safe
71.39,6.74,0,70.92,Secondary,High,Yes,Yes,24.75,31.35,At-Risk
60.66,14.01,2,33.85,Secondary,Low,No,Yes,36.92,54.08,High-Risk
61.33,7.74,3,96.59,Secondary,High,Yes,No,86.24,69.1,At-Risk
74.18,9.99,0,100.0,none,Medium,Yes,Yes,79.18,90.77,Safe
61.41,8.85,2,68.49,Secondary,Low,Yes,Yes,67.53,77.91,At-Risk
57.18,9.33,2,100.0,Higher,Medium,Yes,Yes,69.09,72.45,At-Risk
77.66,7.31,0,79.67,Secondary,Low,Yes,Yes,63.53,67.38,At-Risk
